STAR1, 437.000000, 390.000000, 585.000000, 614.000000
STAR2, 672.000000, 390.000000, 535.000000, 700.000000
STAR3, 326.000000, 284.000000, 648.000000, 595.000000
cross, 959.500000, 63.500000, 594.469837, 875.060977
circle, 447.296074, 63.332334, 703.247889, 686.730838
spiral, 701.302597, 318.164935, 555.618406, 726.054321
flower, 447.315269, 959.255169, 373.763412, 496.576336
circle, 63.296074, 703.332334, 549.389305, 409.671404
donut, 63.348071, 319.365945, 690.583957, 491.188223
spiral, 317.302597, 318.164935, 637.123237, 584.836272
donut, 191.348071, 447.365945, 616.342997, 511.092629
spiral, 701.302597, 574.164935, 461.473040, 671.717767
star, 319.285438, 197.456170, 681.093667, 611.186169
donut, 703.348071, 191.365945, 601.815255, 753.719915
spiral, 189.302597, 830.164935, 476.000782, 429.090481
spiral, 957.302597, 318.164935, 501.281852, 820.199687
cross, 959.500000, 191.500000, 547.397154, 847.892700
cross, 831.500000, 63.500000, 621.638114, 827.988294
donut, 191.348071, 63.365945, 757.561046, 592.597460
circle, 575.296074, 703.332334, 440.716197, 597.962136
circle, 703.296074, 959.332334, 319.402554, 590.698264
circle, 319.296074, 831.332334, 447.980068, 476.648493
star, 831.285438, 837.456170, 337.057145, 663.635516
spiral, 317.302597, 62.164935, 731.268603, 639.172826
flower, 191.315269, 191.255169, 710.536064, 565.440632
circle, 959.296074, 831.332334, 312.138683, 712.011907
circle, 575.296074, 191.332334, 629.006929, 706.635244
spiral, 317.302597, 958.164935, 401.759822, 448.994887
donut, 319.348071, 447.365945, 589.174720, 558.165312
donut, 831.348071, 447.365945, 480.501612, 746.456044
cross, 447.500000, 319.500000, 608.997579, 632.433691
spiral, 573.302597, 958.164935, 347.423268, 543.140253
cross, 191.500000, 319.500000, 663.334133, 538.288325
spiral, 957.302597, 702.164935, 360.063803, 738.694856
star, 703.285438, 837.456170, 364.225422, 616.562833
spiral, 957.302597, 574.164935, 407.136486, 765.863133
circle, 191.296074, 575.332334, 569.293711, 483.912364
flower, 447.315269, 831.255169, 420.836095, 523.744613
spiral, 573.302597, 830.164935, 394.495951, 570.308530
donut, 63.348071, 191.365945, 737.656640, 518.356500
spiral, 829.302597, 702.164935, 387.232080, 691.622173
cross, 63.500000, 575.500000, 596.357045, 436.879088
circle, 703.296074, 63.332334, 648.911335, 780.876204
circle, 63.296074, 447.332334, 643.534671, 464.007958
cross, 447.500000, 191.500000, 656.070262, 659.601968
spiral, 701.302597, 446.164935, 508.545723, 698.886044
circle, 831.296074, 575.332334, 433.452326, 719.275778
cross, 831.500000, 319.500000, 527.492748, 773.651740
spiral, 573.302597, 574.164935, 488.641317, 624.645084
star, 319.285438, 709.456170, 492.802936, 502.513061
star, 575.285438, 453.456170, 532.611747, 650.994981
star, 447.285438, 453.456170, 559.780024, 603.922298
cross, 831.500000, 191.500000, 574.565431, 800.820017
