STAR1, 649.000000, 258.000000, 386.000000, 564.000000
STAR2, 593.000000, 296.000000, 379.000000, 539.000000
STAR3, 131.000000, 397.000000, 398.000000, 361.000000
cross, 447.500000, 959.500000, 157.885953, 407.529315
circle, 447.296074, 63.332334, 480.083280, 514.196108
flower, 703.315269, 575.255169, 265.552833, 545.261483
donut, 319.348071, 831.365945, 219.214084, 376.720288
flower, 319.315269, 703.255169, 265.273924, 391.967423
circle, 703.296074, 63.332334, 449.591813, 606.228325
circle, 63.296074, 63.332334, 525.820481, 376.147781
spiral, 701.302597, 318.164935, 358.216714, 575.159248
circle, 831.296074, 63.332334, 434.346080, 652.244434
circle, 703.296074, 703.332334, 219.511269, 529.999658
spiral, 829.302597, 318.164935, 342.970981, 621.175357
circle, 191.296074, 319.332334, 418.542529, 391.672423
circle, 831.296074, 575.332334, 250.281644, 591.261501
cross, 191.500000, 191.500000, 464.474073, 406.971498
flower, 575.315269, 447.255169, 326.814675, 514.491108
spiral, 829.302597, 958.164935, 112.890436, 544.946690
circle, 959.296074, 191.332334, 373.084238, 683.014810
circle, 575.296074, 959.332334, 142.724784, 453.492083
cross, 575.500000, 831.500000, 188.656328, 468.791157
spiral, 445.302597, 190.164935, 434.724290, 498.372763
donut, 63.348071, 831.365945, 249.705550, 284.688070
donut, 959.348071, 447.365945, 281.033743, 652.538033
donut, 831.348071, 831.365945, 158.231150, 560.784724
donut, 191.348071, 447.365945, 372.508144, 376.441379
donut, 447.348071, 447.365945, 342.016677, 468.473597
donut, 703.348071, 831.365945, 173.476883, 514.768615
cross, 575.500000, 575.500000, 280.688546, 499.282624
flower, 959.315269, 63.255169, 419.125801, 698.276635
flower, 447.315269, 319.255169, 388.076517, 483.720732
cross, 63.500000, 703.500000, 295.655371, 299.972455
