STAR1, 714.000000, 63.000000, 460.000000, 384.000000
STAR2, 817.000000, 227.000000, 508.000000, 338.000000
STAR3, 603.000000, 549.000000, 632.000000, 386.000000
flower, 319.315269, 191.255169, 532.077008, 507.862232
flower, 447.315269, 319.255169, 565.856024, 455.416259
donut, 63.348071, 447.365945, 637.003874, 575.401138
donut, 319.348071, 63.365945, 488.999432, 517.176585
circle, 703.296074, 319.332334, 547.216456, 369.192108
cross, 191.500000, 703.500000, 713.929458, 513.560739
cross, 703.500000, 959.500000, 762.820532, 322.443803
circle, 447.296074, 575.332334, 652.108403, 436.750140
cross, 959.500000, 63.500000, 442.366112, 301.553165
donut, 63.348071, 703.365945, 723.228863, 556.734181
donut, 831.348071, 63.365945, 451.665518, 344.726607
circle, 831.296074, 575.332334, 624.107967, 307.412656
circle, 959.296074, 319.332334, 528.549499, 282.967119
cross, 191.500000, 959.500000, 800.154447, 494.893782
circle, 703.296074, 575.332334, 633.441446, 350.525151
